txn_id,account_id,booking_date,value_date,amount,fee_amount,currency,txn_type,channel,category,merchant,status,reference,counterparty,description,source_system
TXN000755,ACC10068,2024-02-07,2024-02-07,642.48,0.0,USD,CREDIT,ACH,Payroll,Whole Foods,POSTED,REF795515,CP2236,Payroll via ACH,SETTLEMENT_FEED
TXN000756,ACC10022,2024-07-10,2024-07-10,205.42,0.0,EUR,CREDIT,CHECK,ATM Withdrawal,ACME Payroll,REVERSED,REF260961,CP9719,ATM Withdrawal via CHECK,SETTLEMENT_FEED
TXN000757,ACC10054,2024-07-19,2024-07-19,20.0,13.74,USD,CREDIT,ATM,Grocery,Amazon,POSTED,REF585306,CP3266,Grocery via ATM,SETTLEMENT_FEED
TXN000758,ACC10066,2024-06-09,2024-06-10,43.25,0.0,USD,CREDIT,CARD,ATM Withdrawal,ACME Payroll,SETTLED,REF958182,CP5348,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN000759,ACC10051,2024-04-21,2024-04-23,200.0,1.5,EUR,DEBIT,ATM,Retail,Home Depot,POSTED,REF622609,CP9425,Retail via ATM,SETTLEMENT_FEED
TXN000760,ACC10065,2024-07-15,2024-07-15,153.35,0.0,USD,DEBIT,ONLINE,Utilities,Whole Foods,POSTED,REF558945,CP1548,Utilities via ONLINE,SETTLEMENT_FEED
TXN000761,ACC10011,2024-04-01,2024-04-02,1840.53,0.0,USD,DEBIT,CHECK,Healthcare,Stripe Payout,POSTED,REF732914,CP9281,Healthcare via CHECK,SETTLEMENT_FEED
TXN000762,ACC10000,2024-01-29,2024-01-31,128.12,0.0,EUR,CREDIT,CHECK,Transfer,Amazon,POSTED,REF733281,CP9538,Transfer via CHECK,SETTLEMENT_FEED
TXN000763,ACC10037,2024-06-03,2024-06-06,535.13,0.0,USD,CREDIT,ONLINE,Restaurant,Home Depot,SETTLED,REF236516,CP7537,Restaurant via ONLINE,SETTLEMENT_FEED
TXN000764,ACC10009,2024-02-11,2024-02-11,1804.95,0.0,USD,CREDIT,MOBILE,Grocery,CVS Pharmacy,REVERSED,REF430860,CP8889,Grocery via MOBILE,SETTLEMENT_FEED
TXN000765,ACC10036,2024-07-16,2024-07-17,5004.9,15.0,USD,CREDIT,WIRE,Subscription,ACME Payroll,POSTED,REF839033,CP9969,Subscription via WIRE,SETTLEMENT_FEED
TXN000766,ACC10062,2024-05-17,2024-05-17,36.03,0.0,EUR,CREDIT,CARD,Transfer,Starbucks,POSTED,REF488662,CP2352,Transfer via CARD,SETTLEMENT_FEED
TXN000767,ACC10043,2024-02-24,2024-02-24,6.9,0.0,USD,CREDIT,ONLINE,Interest,ACME Payroll,POSTED,REF313173,CP8272,Interest via ONLINE,SETTLEMENT_FEED
TXN000768,ACC10008,2024-03-08,2024-03-08,192.0,0.0,EUR,CREDIT,CHECK,Subscription,Stripe Payout,POSTED,REF883022,CP3772,Subscription via CHECK,SETTLEMENT_FEED
TXN000769,ACC10038,2024-03-10,2024-03-10,5507.56,25.0,USD,CREDIT,WIRE,Payroll,ACME Payroll,POSTED,REF264689,CP1920,Payroll via WIRE,SETTLEMENT_FEED
TXN000771,ACC10009,2024-06-13,2024-06-14,15.2,0.0,USD,CREDIT,ACH,Transfer,Chase Settlement,POSTED,REF413763,CP1310,Transfer via ACH,SETTLEMENT_FEED
TXN000772,ACC10058,2024-01-28,2024-01-28,490.48,0.0,USD,CREDIT,ACH,Payroll,Netflix,POSTED,REF485839,CP1585,Payroll via ACH,SETTLEMENT_FEED
TXN000774,ACC10034,2024-08-23,2024-08-23,829.94,0.0,USD,CREDIT,MOBILE,Grocery,City Power,POSTED,REF564509,CP4443,Grocery via MOBILE,SETTLEMENT_FEED
TXN000775,ACC10038,2024-01-18,2024-01-19,200.36,0.0,USD,CREDIT,MOBILE,Travel,Internal Transfer,POSTED,REF876835,CP5175,Travel via MOBILE,SETTLEMENT_FEED
TXN000776,ACC10000,2024-03-28,2024-03-28,115.54,0.0,EUR,CREDIT,ACH,Transfer,City Power,POSTED,REF557860,CP3204,Transfer via ACH,SETTLEMENT_FEED
TXN000777,ACC10077,2024-01-25,2024-01-25,38.66,0.0,USD,CREDIT,CARD,Payroll,Delta Air,POSTED,REF337109,CP3477,Payroll via CARD,SETTLEMENT_FEED
TXN000778,ACC10026,2024-08-17,2024-08-19,1851.35,0.0,USD,CREDIT,WIRE,Travel,Home Depot,POSTED,REF241037,CP8035,Travel via WIRE,SETTLEMENT_FEED
TXN000779,ACC10007,2024-05-26,2024-05-26,580.59,0.0,GBP,DEBIT,CHECK,Travel,Home Depot,SETTLED,REF835035,CP7598,Travel via CHECK,SETTLEMENT_FEED
TXN000780,ACC10061,2024-08-12,2024-08-12,19.59,0.0,USD,CREDIT,ATM,Interest,Whole Foods,POSTED,REF560209,CP1388,Interest via ATM,SETTLEMENT_FEED
TXN000781,ACC10021,2024-01-02,2024-01-03,53.99,0.0,EUR,CREDIT,MOBILE,Payroll,Delta Air,POSTED,REF902417,CP8640,Payroll via MOBILE,SETTLEMENT_FEED
TXN000782,ACC10052,2024-04-20,2024-04-20,44.16,0.0,USD,CREDIT,CHECK,Fee,Starbucks,POSTED,REF605800,CP4529,Fee via CHECK,SETTLEMENT_FEED
TXN000783,ACC10062,2024-05-06,2024-05-07,192.0,0.0,EUR,DEBIT,CARD,Healthcare,Stripe Payout,POSTED,REF487716,CP1203,Healthcare via CARD,SETTLEMENT_FEED
TXN000784,ACC10002,2024-07-13,2024-07-14,88.38,0.0,GBP,DEBIT,CARD,Utilities,Amazon,POSTED,REF216940,CP3362,Utilities via CARD,SETTLEMENT_FEED
TXN000785,ACC10056,2024-02-21,2024-02-21,588.06,0.0,USD,DEBIT,CHECK,ATM Withdrawal,Home Depot,POSTED,REF139730,CP1960,ATM Withdrawal via CHECK,SETTLEMENT_FEED
TXN000786,ACC10033,2024-02-05,2024-02-07,222.21,0.0,USD,DEBIT,ONLINE,ATM Withdrawal,Stripe Payout,POSTED,REF378945,CP6028,ATM Withdrawal via ONLINE,SETTLEMENT_FEED
TXN000787,ACC10039,2024-04-03,2024-04-03,735.97,0.0,USD,DEBIT,ACH,Grocery,Amazon,POSTED,REF861444,CP5682,Grocery via ACH,SETTLEMENT_FEED
TXN000788,ACC10002,2024-04-01,2024-04-06,40.0,0.0,GBP,DEBIT,ATM,Utilities,Amazon,POSTED,REF412255,CP7259,Utilities via ATM,SETTLEMENT_FEED
TXN000789,ACC10030,2024-08-07,2024-08-07,91.46,0.0,USD,DEBIT,CARD,Grocery,ATM Network,POSTED,REF558773,CP6874,Grocery via CARD,SETTLEMENT_FEED
TXN000790,ACC10009,2024-03-15,2024-03-15,21.52,0.0,USD,DEBIT,CARD,Retail,CVS Pharmacy,POSTED,REF966720,CP8365,Retail via CARD,SETTLEMENT_FEED
TXN000791,ACC10065,2024-05-29,2024-05-29,84.8,0.0,USD,CREDIT,CARD,Grocery,Internal Transfer,PENDING,REF609322,CP9690,Grocery via CARD,SETTLEMENT_FEED
TXN000792,ACC10051,2024-01-09,2024-01-09,676.56,0.0,EUR,DEBIT,ACH,Healthcare,Amazon,SETTLED,REF668325,CP9670,Healthcare via ACH,SETTLEMENT_FEED
TXN000793,ACC10028,2024-02-14,2024-02-14,27.01,0.0,USD,DEBIT,CARD,ATM Withdrawal,Delta Air,POSTED,REF921429,CP6222,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN000794,ACC10073,2024-01-27,2024-01-31,39.94,0.0,USD,CREDIT,CHECK,Interest,Uber,POSTED,REF692628,CP1488,Interest via CHECK,SETTLEMENT_FEED
TXN000795,ACC10036,2024-02-14,2024-02-14,36.25,0.0,USD,DEBIT,CARD,Fee,Amazon,POSTED,REF125262,CP8329,Fee via CARD,SETTLEMENT_FEED
TXN000796,ACC10036,2024-05-22,2024-05-22,1317.91,0.0,USD,CREDIT,WIRE,ATM Withdrawal,Netflix,POSTED,REF690774,CP2722,ATM Withdrawal via WIRE,SETTLEMENT_FEED
TXN000797,ACC10059,2024-07-03,2024-07-04,596.99,0.0,GBP,CREDIT,ACH,Utilities,City Power,PENDING,REF275435,CP6045,Utilities via ACH,SETTLEMENT_FEED
TXN000798,ACC10062,2024-03-30,2024-04-01,1040.77,0.0,EUR,CREDIT,MOBILE,Transfer,Chase Settlement,SETTLED,REF917020,CP9533,Transfer via MOBILE,SETTLEMENT_FEED
TXN000799,ACC10079,2024-07-10,2024-07-12,124.27,0.0,USD,DEBIT,ACH,Retail,Netflix,SETTLED,REF835166,CP2839,Retail via ACH,SETTLEMENT_FEED
TXN000801,ACC10027,2024-02-07,2024-02-07,200.0,25.0,USD,DEBIT,ATM,Subscription,Amazon,POSTED,REF109087,CP5551,Subscription via ATM,SETTLEMENT_FEED
TXN000802,ACC10005,2024-06-03,2024-06-04,200.0,0.0,USD,CREDIT,ATM,Transfer,Home Depot,POSTED,REF878715,CP3502,Transfer via ATM,SETTLEMENT_FEED
TXN000803,ACC10008,2024-02-14,2024-02-15,55.69,0.0,EUR,DEBIT,CARD,Utilities,ATM Network,POSTED,REF505393,CP4931,Utilities via CARD,SETTLEMENT_FEED
TXN000804,ACC10006,2024-07-21,2024-07-22,46.19,0.0,USD,DEBIT,CARD,Restaurant,ATM Network,POSTED,REF403252,CP5140,Restaurant via CARD,SETTLEMENT_FEED
TXN000805,ACC10012,2024-07-28,2024-07-29,60.0,0.0,EUR,DEBIT,ATM,Transfer,Delta Air,POSTED,REF970269,CP9591,Transfer via ATM,SETTLEMENT_FEED
TXN000806,ACC10033,2024-08-06,2024-08-07,41.45,0.0,USD,DEBIT,CARD,Fee,City Power,POSTED,REF489871,CP8034,Fee via CARD,SETTLEMENT_FEED
TXN000807,ACC10021,2024-03-19,2024-03-19,170.95,0.0,EUR,DEBIT,CARD,Utilities,Internal Transfer,POSTED,REF222591,CP6754,Utilities via CARD,SETTLEMENT_FEED
TXN000808,ACC10073,2024-05-30,2024-05-30,682.71,0.0,USD,CREDIT,ACH,Transfer,Whole Foods,POSTED,REF731848,CP5119,Transfer via ACH,SETTLEMENT_FEED
TXN000809,ACC10070,2024-08-21,2024-08-23,523.82,0.0,USD,DEBIT,ACH,Travel,Delta Air,POSTED,REF705148,CP8880,Travel via ACH,SETTLEMENT_FEED
TXN000810,ACC10020,2024-02-03,2024-02-05,33.64,0.0,USD,DEBIT,CARD,Travel,Netflix,POSTED,REF255993,CP2690,Travel via CARD,SETTLEMENT_FEED
TXN000811,ACC10070,2024-01-31,2024-01-31,3333.02,0.0,USD,DEBIT,WIRE,Retail,Stripe Payout,POSTED,REF386976,CP2780,Retail via WIRE,SETTLEMENT_FEED
TXN000812,ACC10010,2024-07-01,2024-07-01,86.77,0.0,USD,CREDIT,CHECK,Payroll,ATM Network,POSTED,REF383218,CP2868,Payroll via CHECK,SETTLEMENT_FEED
TXN000813,ACC10008,2024-01-29,2024-01-30,138.36,0.0,EUR,CREDIT,CARD,Payroll,CVS Pharmacy,POSTED,REF684186,CP2170,Payroll via CARD,SETTLEMENT_FEED
TXN000814,ACC10016,2024-07-01,2024-07-01,138.18,0.0,USD,DEBIT,ACH,Utilities,Stripe Payout,POSTED,REF186367,CP5047,Utilities via ACH,SETTLEMENT_FEED
TXN000815,ACC10025,2024-01-29,2024-01-29,139.34,0.0,USD,DEBIT,ONLINE,Grocery,CVS Pharmacy,POSTED,REF804571,CP3336,Grocery via ONLINE,SETTLEMENT_FEED
TXN000816,ACC10006,2024-01-28,2024-01-28,226.06,0.0,USD,CREDIT,ACH,Travel,Internal Transfer,POSTED,REF633210,CP4974,Travel via ACH,SETTLEMENT_FEED
TXN000817,ACC10025,2024-06-03,2024-06-03,217.21,0.0,USD,DEBIT,MOBILE,Retail,Fedwire Hub,POSTED,REF868897,CP3202,Retail via MOBILE,SETTLEMENT_FEED
TXN000818,ACC10046,2024-08-06,2024-08-07,10.93,0.0,GBP,DEBIT,CARD,Fee,Chase Settlement,POSTED,REF324703,CP7210,Fee via CARD,SETTLEMENT_FEED
TXN000819,ACC10040,2024-01-28,2024-01-28,20.0,0.0,GBP,DEBIT,ATM,Healthcare,CVS Pharmacy,POSTED,REF346194,CP3383,Healthcare via ATM,SETTLEMENT_FEED
TXN000820,ACC10053,2024-04-23,2024-04-24,32.37,1.5,USD,DEBIT,ATM,Fee,Amazon,POSTED,REF764958,CP3986,Fee via ATM,SETTLEMENT_FEED
TXN000821,ACC10057,2024-05-13,2024-05-15,15807.78,2.5,USD,CREDIT,WIRE,Payroll,Home Depot,SETTLED,REF461367,CP1561,Payroll via WIRE,SETTLEMENT_FEED
TXN000822,ACC10048,2024-05-16,2024-05-16,35.77,0.0,USD,CREDIT,MOBILE,Fee,ACME Payroll,POSTED,REF535253,CP3221,Fee via MOBILE,SETTLEMENT_FEED
TXN000823,ACC10033,2024-08-25,2024-08-27,100.0,2.5,USD,DEBIT,ATM,Utilities,Home Depot,REVERSED,REF899652,CP9179,Utilities via ATM,SETTLEMENT_FEED
TXN000824,ACC10020,2024-01-05,2024-01-05,158.32,0.0,USD,DEBIT,CHECK,Healthcare,Uber,PENDING,REF622276,CP2444,Healthcare via CHECK,SETTLEMENT_FEED
TXN000825,ACC10025,2024-03-01,2024-03-01,48.44,0.0,USD,DEBIT,ACH,Subscription,Starbucks,POSTED,REF923357,CP1609,Subscription via ACH,SETTLEMENT_FEED
TXN000826,ACC10026,2024-07-29,2024-07-31,21.67,0.0,USD,CREDIT,CARD,Transfer,Stripe Payout,POSTED,REF899949,CP6177,Transfer via CARD,SETTLEMENT_FEED
TXN000827,ACC10060,2024-02-19,2024-02-20,7.58,0.0,EUR,CREDIT,ACH,Interest,Netflix,POSTED,REF758482,CP9149,Interest via ACH,SETTLEMENT_FEED
TXN000828,ACC10052,2024-03-13,2024-03-13,770.36,0.0,USD,DEBIT,ACH,Utilities,CVS Pharmacy,POSTED,REF190378,CP4081,Utilities via ACH,SETTLEMENT_FEED
TXN000829,ACC10011,2024-01-04,2024-01-05,27.91,0.0,USD,CREDIT,CARD,Restaurant,CVS Pharmacy,POSTED,REF993143,CP3761,Restaurant via CARD,SETTLEMENT_FEED
TXN000830,ACC10056,2024-04-17,2024-04-17,155.95,0.0,USD,CREDIT,ACH,Transfer,Whole Foods,POSTED,REF933700,CP7685,Transfer via ACH,SETTLEMENT_FEED
TXN000831,ACC10021,2024-06-21,2024-06-22,3497.18,0.0,EUR,DEBIT,WIRE,Subscription,Chase Settlement,POSTED,REF146516,CP6035,Subscription via WIRE,SETTLEMENT_FEED
TXN000832,ACC10003,2024-03-26,2024-03-26,37.95,25.0,USD,DEBIT,WIRE,Fee,Whole Foods,POSTED,REF224977,CP4428,Fee via WIRE,SETTLEMENT_FEED
TXN000833,ACC10034,2024-06-07,2024-06-07,189.95,0.0,USD,DEBIT,ACH,Subscription,Whole Foods,POSTED,REF206313,CP5760,Subscription via ACH,SETTLEMENT_FEED
TXN000834,ACC10075,2024-06-14,2024-06-15,12.89,0.0,EUR,DEBIT,CARD,Restaurant,Internal Transfer,SETTLED,REF364839,CP7293,Restaurant via CARD,SETTLEMENT_FEED
TXN000835,ACC10002,2024-03-26,2024-03-26,1419.57,0.0,GBP,CREDIT,CHECK,Transfer,CVS Pharmacy,POSTED,REF972020,CP1125,Transfer via CHECK,SETTLEMENT_FEED
TXN000836,ACC10076,2024-05-24,2024-05-27,1620.89,0.0,GBP,DEBIT,ONLINE,Restaurant,Amazon,POSTED,REF608304,CP1031,Restaurant via ONLINE,SETTLEMENT_FEED
TXN000837,ACC10002,2024-06-10,2024-06-10,1081.43,0.0,GBP,DEBIT,ONLINE,Restaurant,Delta Air,POSTED,REF823013,CP9881,Restaurant via ONLINE,SETTLEMENT_FEED
TXN000838,ACC10079,2024-02-28,2024-02-28,18.34,0.0,USD,CREDIT,CARD,Interest,Whole Foods,POSTED,REF861551,CP2029,Interest via CARD,SETTLEMENT_FEED
TXN000839,ACC10079,2024-01-19,2024-01-19,535.72,0.0,USD,DEBIT,ACH,Travel,ATM Network,POSTED,REF197731,CP3740,Travel via ACH,SETTLEMENT_FEED
TXN000840,ACC10000,2024-03-02,2024-03-02,20.0,0.0,EUR,DEBIT,ATM,Utilities,Stripe Payout,POSTED,REF371225,CP4706,Utilities via ATM,SETTLEMENT_FEED
TXN000841,ACC10014,2024-05-19,2024-05-20,4592.54,0.0,USD,CREDIT,WIRE,Subscription,ACME Payroll,PENDING,REF655796,CP1112,Subscription via WIRE,SETTLEMENT_FEED
TXN000842,ACC10016,2024-03-29,2024-03-29,645.42,0.0,USD,DEBIT,CHECK,Subscription,Netflix,POSTED,REF154417,CP6637,Subscription via CHECK,SETTLEMENT_FEED
TXN000843,ACC10070,2024-07-09,2024-07-09,165.93,0.0,USD,CREDIT,CARD,Grocery,Whole Foods,PENDING,REF148755,CP4473,Grocery via CARD,SETTLEMENT_FEED
TXN000844,ACC10052,2024-06-28,2024-06-28,233.29,0.0,USD,CREDIT,ONLINE,Payroll,ACME Payroll,POSTED,REF164796,CP3696,Payroll via ONLINE,SETTLEMENT_FEED
TXN000845,ACC10002,2024-03-15,2024-03-16,474.44,0.0,GBP,DEBIT,MOBILE,Grocery,Stripe Payout,POSTED,REF361930,CP5687,Grocery via MOBILE,SETTLEMENT_FEED
TXN000846,ACC10073,2024-05-10,2024-05-11,30.64,0.0,USD,DEBIT,CARD,Utilities,Starbucks,POSTED,REF895177,CP3938,Utilities via CARD,SETTLEMENT_FEED
TXN000847,ACC10010,2024-03-02,2024-03-03,2275.14,0.0,USD,DEBIT,ONLINE,Restaurant,Chase Settlement,POSTED,REF897957,CP8602,Restaurant via ONLINE,SETTLEMENT_FEED
TXN000848,ACC10000,2024-04-25,2024-04-25,27.02,0.0,EUR,DEBIT,CARD,Utilities,City Power,POSTED,REF492120,CP9964,Utilities via CARD,SETTLEMENT_FEED
TXN000849,ACC10071,2024-04-19,2024-04-19,35.6,0.0,USD,DEBIT,ACH,Retail,Fedwire Hub,PENDING,REF588745,CP3003,Retail via ACH,SETTLEMENT_FEED
TXN000850,ACC10025,2024-03-25,2024-03-26,519.47,0.0,USD,DEBIT,MOBILE,Utilities,Home Depot,POSTED,REF152910,CP2733,Utilities via MOBILE,SETTLEMENT_FEED
TXN000851,ACC10071,2024-04-19,2024-04-20,23.43,0.0,USD,CREDIT,ONLINE,Utilities,City Power,POSTED,REF614912,CP6009,Utilities via ONLINE,SETTLEMENT_FEED
TXN000852,ACC10073,2024-01-15,2024-01-15,75.83,0.0,USD,DEBIT,CHECK,Grocery,CVS Pharmacy,POSTED,REF250117,CP4907,Grocery via CHECK,SETTLEMENT_FEED
TXN000853,ACC10042,2024-02-07,2024-02-08,158.63,0.0,EUR,CREDIT,CHECK,Healthcare,Chase Settlement,POSTED,REF134540,CP6640,Healthcare via CHECK,SETTLEMENT_FEED
TXN000854,ACC10030,2024-05-06,2024-05-07,60.0,0.0,USD,DEBIT,ATM,Subscription,ACME Payroll,POSTED,REF441126,CP4527,Subscription via ATM,SETTLEMENT_FEED
TXN000855,ACC10033,2024-04-11,2024-04-11,207.31,0.0,USD,CREDIT,ACH,Travel,ACME Payroll,POSTED,REF165136,CP6200,Travel via ACH,SETTLEMENT_FEED
TXN000856,ACC10053,2024-04-20,2024-04-20,43.99,0.0,USD,DEBIT,CARD,Interest,Fedwire Hub,POSTED,REF637153,CP2971,Interest via CARD,SETTLEMENT_FEED
TXN000857,ACC10063,2024-05-23,2024-05-23,41.74,0.0,EUR,CREDIT,CARD,Travel,ACME Payroll,POSTED,REF422411,CP1885,Travel via CARD,SETTLEMENT_FEED
TXN000858,ACC10029,2024-01-27,2024-01-28,51.72,0.0,USD,DEBIT,CARD,ATM Withdrawal,ACME Payroll,POSTED,REF799652,CP6396,ATM Withdrawal via CARD,SETTLEMENT_FEED
TXN000859,ACC10072,2024-01-20,2024-01-20,63.11,0.0,GBP,DEBIT,CARD,Subscription,Fedwire Hub,POSTED,REF971300,CP1395,Subscription via CARD,SETTLEMENT_FEED
TXN000860,ACC10021,2024-06-07,2024-06-07,211.97,0.0,EUR,DEBIT,MOBILE,ATM Withdrawal,City Power,PENDING,REF528246,CP5374,ATM Withdrawal via MOBILE,SETTLEMENT_FEED
TXN000861,ACC10065,2024-03-24,2024-03-26,13.33,0.0,USD,CREDIT,CARD,Payroll,CVS Pharmacy,POSTED,REF575450,CP4466,Payroll via CARD,SETTLEMENT_FEED
TXN000862,ACC10066,2024-04-30,2024-05-01,42.31,0.0,USD,CREDIT,CARD,Utilities,ATM Network,POSTED,REF655275,CP3638,Utilities via CARD,SETTLEMENT_FEED
TXN000863,ACC10004,2024-05-01,2024-05-02,212.66,0.0,USD,DEBIT,CHECK,Retail,Starbucks,PENDING,REF414705,CP4372,Retail via CHECK,SETTLEMENT_FEED
TXN000864,ACC10063,2024-02-04,2024-02-05,40.0,1.5,EUR,DEBIT,ATM,Travel,Stripe Payout,POSTED,REF271036,CP2032,Travel via ATM,SETTLEMENT_FEED
TXN000865,ACC10044,2024-04-07,2024-04-07,264.45,0.0,USD,DEBIT,ACH,Healthcare,Internal Transfer,SETTLED,REF347052,CP7954,Healthcare via ACH,SETTLEMENT_FEED
TXN000866,ACC10061,2024-07-23,2024-07-24,192.35,0.0,USD,CREDIT,MOBILE,Transfer,Whole Foods,POSTED,REF404276,CP1936,Transfer via MOBILE,SETTLEMENT_FEED
TXN000867,ACC10008,2024-02-16,2024-02-17,10.03,0.0,EUR,DEBIT,CARD,Utilities,Amazon,SETTLED,REF430966,CP6923,Utilities via CARD,SETTLEMENT_FEED
TXN000868,ACC10078,2024-07-03,2024-07-04,31.1,0.0,USD,CREDIT,CARD,Restaurant,Netflix,POSTED,REF875116,CP7536,Restaurant via CARD,SETTLEMENT_FEED
TXN000869,ACC10049,2024-04-28,2024-04-28,43.85,0.0,EUR,CREDIT,ATM,Interest,Fedwire Hub,POSTED,REF246093,CP3350,Interest via ATM,SETTLEMENT_FEED
TXN000870,ACC10004,2024-08-24,2024-08-25,74.91,0.0,USD,DEBIT,CHECK,Utilities,Starbucks,POSTED,REF226230,CP4052,Utilities via CHECK,SETTLEMENT_FEED
TXN000871,ACC10020,2024-01-19,2024-01-19,423.3,0.0,USD,CREDIT,ACH,ATM Withdrawal,City Power,SETTLED,REF996036,CP8507,ATM Withdrawal via ACH,SETTLEMENT_FEED
TXN000872,ACC10029,2024-04-07,2024-04-07,60.0,15.0,USD,CREDIT,ATM,Healthcare,Uber,POSTED,REF639005,CP2934,Healthcare via ATM,SETTLEMENT_FEED
TXN000873,ACC10017,2024-03-29,2024-03-29,456.54,0.0,USD,DEBIT,ACH,Retail,Delta Air,POSTED,REF419061,CP3552,Retail via ACH,SETTLEMENT_FEED
TXN000874,ACC10041,2024-06-04,2024-06-05,1387.17,0.0,EUR,DEBIT,ACH,Healthcare,Starbucks,POSTED,REF211676,CP4150,Healthcare via ACH,SETTLEMENT_FEED
TXN000875,ACC10011,2024-08-03,2024-08-03,91.95,0.0,USD,CREDIT,CARD,Grocery,Stripe Payout,POSTED,REF156602,CP8894,Grocery via CARD,SETTLEMENT_FEED
TXN000876,ACC10052,2024-07-11,2024-07-12,30.15,0.0,USD,DEBIT,CARD,Retail,Stripe Payout,POSTED,REF815707,CP6476,Retail via CARD,SETTLEMENT_FEED
TXN000877,ACC10035,2024-08-22,2024-08-22,27.73,0.0,EUR,CREDIT,CHECK,ATM Withdrawal,Whole Foods,POSTED,REF211510,CP8493,ATM Withdrawal via CHECK,SETTLEMENT_FEED
TXN000878,ACC10074,2024-05-24,2024-05-25,221.29,0.0,USD,DEBIT,ACH,Subscription,City Power,POSTED,REF855497,CP3854,Subscription via ACH,SETTLEMENT_FEED
TXN000879,ACC10005,2024-07-18,2024-07-19,135.11,0.0,USD,DEBIT,ONLINE,Healthcare,CVS Pharmacy,POSTED,REF772381,CP3128,Healthcare via ONLINE,SETTLEMENT_FEED
TXN000880,ACC10048,2024-06-26,2024-06-27,413.67,0.0,USD,DEBIT,CHECK,Healthcare,Fedwire Hub,POSTED,REF181199,CP3522,Healthcare via CHECK,SETTLEMENT_FEED
TXN000881,ACC10056,2024-05-20,2024-05-20,60.0,1.5,USD,DEBIT,ATM,ATM Withdrawal,Uber,POSTED,REF252132,CP4066,ATM Withdrawal via ATM,SETTLEMENT_FEED
TXN000882,ACC10020,2024-03-15,2024-03-16,1148.96,0.0,USD,DEBIT,MOBILE,Retail,Uber,POSTED,REF343819,CP7271,Retail via MOBILE,SETTLEMENT_FEED
TXN000883,ACC10054,2024-07-30,2024-07-31,80.0,0.0,USD,DEBIT,ATM,ATM Withdrawal,Uber,POSTED,REF737396,CP9449,ATM Withdrawal via ATM,SETTLEMENT_FEED
TXN000884,ACC10039,2024-05-23,2024-05-24,15.63,0.0,USD,CREDIT,CARD,Travel,Home Depot,POSTED,REF978539,CP7437,Travel via CARD,SETTLEMENT_FEED
TXN000885,ACC10066,2024-04-01,2024-04-01,43.45,0.0,USD,DEBIT,CARD,Subscription,ACME Payroll,POSTED,REF529497,CP3388,Subscription via CARD,SETTLEMENT_FEED
TXN000886,ACC10023,2024-03-28,2024-03-28,25.52,0.0,USD,DEBIT,CARD,Retail,City Power,POSTED,REF493279,CP4563,Retail via CARD,SETTLEMENT_FEED
TXN000887,ACC10053,2024-07-23,2024-07-23,251.84,0.0,USD,DEBIT,CARD,Retail,Home Depot,POSTED,REF796250,CP9019,Retail via CARD,SETTLEMENT_FEED
TXN000888,ACC10028,2024-08-16,2024-08-17,5586.48,0.0,USD,DEBIT,WIRE,Subscription,Home Depot,POSTED,REF807431,CP1025,Subscription via WIRE,SETTLEMENT_FEED
TXN000889,ACC10056,2024-08-19,2024-08-19,154.16,0.0,USD,CREDIT,MOBILE,Payroll,Home Depot,POSTED,REF272813,CP6379,Payroll via MOBILE,SETTLEMENT_FEED
TXN000890,ACC10064,2024-08-11,2024-08-11,279.78,0.0,USD,CREDIT,ACH,Payroll,Uber,SETTLED,REF566768,CP7963,Payroll via ACH,SETTLEMENT_FEED
TXN000891,ACC10063,2024-06-25,2024-06-27,33.81,0.0,EUR,CREDIT,ONLINE,Subscription,Chase Settlement,POSTED,REF180392,CP9113,Subscription via ONLINE,SETTLEMENT_FEED
TXN000893,ACC10042,2024-08-22,2024-08-22,111.01,0.0,EUR,CREDIT,ACH,Restaurant,Starbucks,SETTLED,REF557804,CP4433,Restaurant via ACH,SETTLEMENT_FEED
TXN000894,ACC10042,2024-05-02,2024-05-04,11.44,0.0,EUR,CREDIT,ACH,Payroll,Fedwire Hub,POSTED,REF534432,CP6353,Payroll via ACH,SETTLEMENT_FEED
TXN000895,ACC10008,2024-05-23,2024-05-24,30.64,0.0,EUR,CREDIT,CARD,Travel,Netflix,POSTED,REF642219,CP3060,Travel via CARD,SETTLEMENT_FEED
TXN000896,ACC10021,2024-04-30,2024-05-01,67.02,0.0,EUR,CREDIT,ACH,Grocery,Uber,POSTED,REF898319,CP2990,Grocery via ACH,SETTLEMENT_FEED
TXN000897,ACC10074,2024-02-17,2024-02-17,57.83,0.0,USD,CREDIT,CHECK,Payroll,Uber,SETTLED,REF238689,CP4436,Payroll via CHECK,SETTLEMENT_FEED
TXN000898,ACC10026,2024-08-23,2024-08-25,88.57,0.0,USD,CREDIT,CARD,Travel,Stripe Payout,POSTED,REF486433,CP1357,Travel via CARD,SETTLEMENT_FEED
TXN000899,ACC10010,2024-07-24,2024-07-26,31.8,0.0,USD,CREDIT,CARD,Travel,ATM Network,POSTED,REF880674,CP1111,Travel via CARD,SETTLEMENT_FEED
TXN000900,ACC10005,2024-01-31,2024-02-01,85.53,0.0,USD,CREDIT,ACH,Travel,City Power,SETTLED,REF484313,CP1135,Travel via ACH,SETTLEMENT_FEED
